<title>/NN --> NN/NN
were/VBD --> be/VBD
prepared/VBN --> prepare/VBN
./. --> ./.
When/WRB --> when/WRB
everything/NN --> everything/NN
was/VBD --> be/VBD
stowed/VBN --> stow/VBN
on/IN --> on/IN
board/NN --> board/NN
a/DT --> a/DT
ship/NN --> ship/NN
,/, --> ,/,
Faithful/NNP --> Faithful/NNP
John/NNP --> John/NNP
put/VBD --> put/VBD
on/IN --> on/IN
the/DT --> the/DT
dress/NN --> dress/NN
of/IN --> of/IN
a/DT --> a/DT
merchant/NN --> merchant/NN
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
King/NNP --> King/NNP
was/VBD --> be/VBD
forced/VBN --> force/VBN
to/TO --> to/TO
do/VB --> do/VB
the/DT --> the/DT
same/JJ --> same/JJ
in/IN --> in/IN
order/NN --> order/NN
to/TO --> to/TO
make/VB --> make/VB
himself/PRP --> himself/PRP
quite/RB --> quite/RB
unrecognizable/JJ --> unrecognizable/JJ
./. --> ./.
Then/RB --> then/RB
they/PRP --> they/PRP
sailed/VBD --> sail/VBD
across/IN --> across/IN
the/DT --> the/DT
sea/NN --> sea/NN
,/, --> ,/,
and/CC --> and/CC
sailed/VBD --> sail/VBD
on/IN --> on/IN
until/IN --> until/IN
they/PRP --> they/PRP
came/VBD --> come/VBD
to/TO --> to/TO
the/DT --> the/DT
town/NN --> town/NN
wherein/NN --> wherein/NN
dwelt/VBD --> dwell/VBD
the/DT --> the/DT
princess/NN --> princess/NN
of/IN --> of/IN
the/DT --> the/DT
Golden/NNP --> Golden/NNP
Dwelling/NNP --> Dwelling/NNP
./. --> ./.
Faithful/NNP --> Faithful/NNP
John/NNP --> John/NNP
bade/VBD --> bid/VBD
the/DT --> the/DT
King/NNP --> King/NNP
stay/NN --> stay/NN
behind/IN --> behind/IN
on/IN --> on/IN
the/DT --> the/DT
ship/NN --> ship/NN
,/, --> ,/,
and/CC --> and/CC
wait/VB --> wait/VB
for/IN --> for/IN
him/PRP --> he/PRP
./. --> ./.
``/`` --> ``/``
Perhaps/RB --> perhaps/RB
I/PRP --> I/PRP
shall/MD --> shall/MD
bring/VB --> bring/VB
the/DT --> the/DT
princess/NN --> princess/NN
with/IN --> with/IN
me/PRP --> I/PRP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
he/PRP --> he/PRP
,/, --> ,/,
``/`` --> ``/``
therefore/RB --> therefore/RB
see/VBP --> see/VBP
that/IN --> that/IN
everything/NN --> everything/NN
is/VBZ --> be/VBZ
in/IN --> in/IN
order/NN --> order/NN
;/: --> ;/:
have/VBP --> have/VBP
the/DT --> the/DT
golden/JJ --> golden/JJ
vessels/NNS --> vessel/NNS
set/VBN --> set/VBN
out/RP --> out/RP
and/CC --> and/CC
the/DT --> the/DT
whole/JJ --> whole/JJ
ship/NN --> ship/NN
decorated/VBN --> decorate/VBN
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
he/PRP --> he/PRP
gathered/VBD --> gather/VBD
together/RB --> together/RB
in/IN --> in/IN
his/PRP$ --> he/PRP$
apron/NN --> apron/NN
all/DT --> all/DT
kinds/NNS --> kind/NNS
of/IN --> of/IN
gold/NN --> gold/NN
things/NNS --> thing/NNS
,/, --> ,/,
went/VBD --> go/VBD
on/IN --> on/IN
shore/NN --> shore/NN
and/CC --> and/CC
walked/VBD --> walk/VBD
straight/RB --> straight/RB
to/TO --> to/TO
the/DT --> the/DT
royal/JJ --> royal/JJ
palace/NN --> palace/NN
./. --> ./.
When/WRB --> when/WRB
he/PRP --> he/PRP
entered/VBD --> enter/VBD
the/DT --> the/DT
courtyard/NN --> courtyard/NN
of/IN --> of/IN
the/DT --> the/DT
palace/NN --> palace/NN
,/, --> ,/,
a/DT --> a/DT
beautiful/JJ --> beautiful/JJ
girl/NN --> girl/NN
was/VBD --> be/VBD
standing/VBG --> stand/VBG
there/RB --> there/RB
by/IN --> by/IN
the/DT --> the/DT
well/NN --> well/NN
with/IN --> with/IN
two/CD --> two/CD
golden/JJ --> golden/JJ
buckets/NNS --> bucket/NNS
in/IN --> in/IN
her/PRP$ --> she/PRP$
hand/NN --> hand/NN
,/, --> ,/,
drawing/VBG --> draw/VBG
water/NN --> water/NN
with/IN --> with/IN
them/PRP --> they/PRP
./. --> ./.
And/CC --> and/CC
when/WRB --> when/WRB
she/PRP --> she/PRP
was/VBD --> be/VBD
just/RB --> just/RB
turning/VBG --> turn/VBG
round/NN --> round/NN
to/TO --> to/TO
carry/VB --> carry/VB
away/RP --> away/RP
the/DT --> the/DT
sparkling/JJ --> sparkling/JJ
water/NN --> water/NN
she/PRP --> she/PRP
saw/VBD --> see/VBD
the/DT --> the/DT
stranger/NN --> stranger/NN
,/, --> ,/,
and/CC --> and/CC
asked/VBD --> ask/VBD
who/WP --> who/WP
he/PRP --> he/PRP
was/VBD --> be/VBD
./. --> ./.
So/IN --> so/IN
he/PRP --> he/PRP
answered/VBD --> answer/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
am/VBP --> be/VBP
a/DT --> a/DT
merchant/NN --> merchant/NN
,/, --> ,/,
''/'' --> ''/''
and/CC --> and/CC
opened/VBD --> open/VBD
his/PRP$ --> he/PRP$
apron/NN --> apron/NN
,/, --> ,/,
and/CC --> and/CC
let/VB --> let/VB
her/PRP --> she/PRP
look/VB --> look/VB
in/IN --> in/IN
./. --> ./.
Then/RB --> then/RB
she/PRP --> she/PRP
cried/VBD --> cry/VBD
,/, --> ,/,
``/`` --> ``/``
Oh/UH --> oh/UH
,/, --> ,/,
what/WP --> what/WP
beautiful/JJ --> beautiful/JJ
gold/NN --> gold/NN
things/NNS --> thing/NNS
!/. --> !/.
''/'' --> ''/''
and/CC --> and/CC
put/VB --> put/VB
her/PRP$ --> she/PRP$
pails/NNS --> pail/NNS
down/RB --> down/RB
and/CC --> and/CC
looked/VBD --> look/VBD
at/IN --> at/IN
the/DT --> the/DT
golden/JJ --> golden/JJ
wares/NNS --> wares/NNS
one/CD --> one/CD
after/IN --> after/IN
the/DT --> the/DT
other/JJ --> other/JJ
./. --> ./.
Then/RB --> then/RB
said/VBD --> say/VBD
the/DT --> the/DT
girl/NN --> girl/NN
,/, --> ,/,
``/`` --> ``/``
The/DT --> the/DT
princess/NN --> princess/NN
must/MD --> must/MD
see/VB --> see/VB
these/DT --> these/DT
,/, --> ,/,
she/PRP --> she/PRP
has/VBZ --> have/VBZ
such/JJ --> such/JJ
great/JJ --> great/JJ
pleasure/NN --> pleasure/NN
in/IN --> in/IN
golden/JJ --> golden/JJ
things/NNS --> thing/NNS
,/, --> ,/,
that/IN --> that/IN
she/PRP --> she/PRP
will/MD --> will/MD
buy/VB --> buy/VB
all/DT --> all/DT
you/PRP --> you/PRP
have/VBP --> have/VBP
./. --> ./.
''/'' --> ''/''
She/PRP --> she/PRP
took/VBD --> take/VBD
him/PRP --> he/PRP
by/IN --> by/IN
the/DT --> the/DT
hand/NN --> hand/NN
and/CC --> and/CC
led/VBD --> lead/VBD
him/PRP --> he/PRP
upstairs/RB --> upstairs/RB
,/, --> ,/,
for/IN --> for/IN
she/PRP --> she/PRP
was/VBD --> be/VBD
the/DT --> the/DT
waiting-maid/NN --> waiting-maid/NN
./. --> ./.
When/WRB --> when/WRB
the/DT --> the/DT
King/NNP --> King/NNP
's/POS --> 's/POS
daughter/NN --> daughter/NN
saw/VBD --> see/VBD
the/DT --> the/DT
wares/NNS --> wares/NNS
,/, --> ,/,
she/PRP --> she/PRP
was/VBD --> be/VBD
quite/RB --> quite/RB
delighted/JJ --> delighted/JJ
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
They/PRP --> they/PRP
are/VBP --> be/VBP
so/RB --> so/RB
beautifully/RB --> beautifully/RB
worked/VBN --> work/VBN
,/, --> ,/,
that/IN --> that/IN
I/PRP --> I/PRP
will/MD --> will/MD
buy/VB --> buy/VB
them/PRP --> they/PRP
all/DT --> all/DT
of/IN --> of/IN
thee/NN --> thee/NN
./. --> ./.
''/'' --> ''/''
But/CC --> but/CC
Faithful/NNP --> Faithful/NNP
John/NNP --> John/NNP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
am/VBP --> be/VBP
only/RB --> only/RB
the/DT --> the/DT
servant/NN --> servant/NN
of/IN --> of/IN
a/DT --> a/DT
rich/JJ --> rich/JJ
merchant/NN --> merchant/NN
./. --> ./.
The/DT --> the/DT
things/NNS --> thing/NNS
I/PRP --> I/PRP
have/VBP --> have/VBP
here/RB --> here/RB
are/VBP --> be/VBP
not/RB --> not/RB
to/TO --> to/TO
be/VB --> be/VB
compared/VBN --> compare/VBN
with/IN --> with/IN
those/DT --> those/DT
my/PRP$ --> my/PRP$
master/NN --> master/NN
has/VBZ --> have/VBZ
in/IN --> in/IN
his/PRP$ --> he/PRP$
ship/NN --> ship/NN
./. --> ./.
They/PRP --> they/PRP
are/VBP --> be/VBP
the/DT --> the/DT
most/RBS --> most/RBS
beautiful/JJ --> beautiful/JJ
and/CC --> and/CC
valuable/JJ --> valuable/JJ
things/NNS --> thing/NNS
that/WDT --> that/WDT
have/VBP --> have/VBP
ever/RB --> ever/RB
been/VBN --> be/VBN
made/VBN --> make/VBN
in/IN --> in/IN
gold/NN --> gold/NN
./. --> ./.
''/'' --> ''/''
She/PRP --> she/PRP
wanted/VBD --> want/VBD
to/TO --> to/TO
have/VB --> have/VB
everything/NN --> everything/NN
brought/VBN --> bring/VBN
to/TO --> to/TO
her/PRP$ --> she/PRP$
there/EX --> there/EX
,/, --> ,/,
but/CC --> but/CC
he/PRP --> he/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
There/EX --> there/EX
are/VBP --> be/VBP
so/RB --> so/RB
many/JJ --> many/JJ
of/IN --> of/IN
them/PRP --> they/PRP
that/IN --> that/IN
it/PRP --> it/PRP
would/MD --> would/MD
take/VB --> take/VB
a/DT --> a/DT
great/JJ --> great/JJ
many/JJ --> many/JJ
days/NNS --> day/NNS
to/TO --> to/TO
do/VB --> do/VB
that/DT --> that/DT
,/, --> ,/,
and/CC --> and/CC
so/RB --> so/RB
many/JJ --> many/JJ
rooms/NNS --> room/NNS
would/MD --> would/MD
be/VB --> be/VB
required/VBN --> require/VBN
to/TO --> to/TO
exhibit/VB --> exhibit/VB
them/PRP --> they/PRP
,/, --> ,/,
that/IN --> that/IN
your/PRP$ --> you/PRP$
house/NN --> house/NN
is/VBZ --> be/VBZ
not/RB --> not/RB
big/JJ --> big/JJ
enough/RB --> enough/RB
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
her/PRP$ --> she/PRP$
curiosity/NN --> curiosity/NN
and/CC --> and/CC
longing/NN --> longing/NN
were/VBD --> be/VBD
still/RB --> still/RB
more/RBR --> more/RBR
excited/JJ --> excited/JJ
,/, --> ,/,
until/IN --> until/IN
at/IN --> at/IN
last/JJ --> last/JJ
she/PRP --> she/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Conduct/NNP --> Conduct/NNP
me/PRP --> I/PRP
to/TO --> to/TO
the/DT --> the/DT
ship/NN --> ship/NN
,/, --> ,/,
I/PRP --> I/PRP
will/MD --> will/MD
go/VB --> go/VB
there/RB --> there/RB
myself/PRP --> myself/PRP
,/, --> ,/,
and/CC --> and/CC
behold/VB --> behold/VB
the/DT --> the/DT
treasures/NNS --> treasure/NNS
of/IN --> of/IN
thine/JJ --> thine/JJ
master/NN --> master/NN
./. --> ./.
''/'' --> ''/''
On/IN --> on/IN
this/DT --> this/DT
Faithful/NNP --> Faithful/NNP
John/NNP --> John/NNP
was/VBD --> be/VBD
quite/RB --> quite/RB
delighted/JJ --> delighted/JJ
,/, --> ,/,
and/CC --> and/CC
led/VBD --> lead/VBD
her/PRP --> she/PRP
to/TO --> to/TO
the/DT --> the/DT
ship/NN --> ship/NN
,/, --> ,/,
and/CC --> and/CC
when/WRB --> when/WRB
the/DT --> the/DT
King/NNP --> King/NNP
saw/VBD --> see/VBD
her/PRP --> she/PRP
,/, --> ,/,
he/PRP --> he/PRP
perceived/VBD --> perceive/VBD
that/IN --> that/IN
her/PRP$ --> she/PRP$
beauty/NN --> beauty/NN
was/VBD --> be/VBD
even/RB --> even/RB
greater/JJR --> greater/JJR
than/IN --> than/IN
the/DT --> the/DT
picture/NN --> picture/NN
had/VBD --> have/VBD
represented/VBN --> represent/VBN
it/PRP --> it/PRP
to/TO --> to/TO
be/VB --> be/VB
,/, --> ,/,
and/CC --> and/CC
thought/VBD --> think/VBD
no/DT --> no/DT
other/JJ --> other/JJ
than/IN --> than/IN
that/IN --> that/IN
his/PRP$ --> he/PRP$
heart/NN --> heart/NN
would/MD --> would/MD
burst/VB --> burst/VB
in/IN --> in/IN
twain/NN --> twain/NN
./. --> ./.
Then/RB --> then/RB
she/PRP --> she/PRP
got/VBD --> get/VBD
into/IN --> into/IN
the/DT --> the/DT
ship/NN --> ship/NN
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
King/NNP --> King/NNP
led/VBD --> lead/VBD
her/PRP --> she/PRP
within/IN --> within/IN
./. --> ./.
Faithful/NNP --> Faithful/NNP
John/NNP --> John/NNP
,/, --> ,/,
however/RB --> however/RB
,/, --> ,/,
remained/VBD --> remain/VBD
behind/IN --> behind/IN
with/IN --> with/IN
the/DT --> the/DT
pilot/NN --> pilot/NN
,/, --> ,/,
and/CC --> and/CC
ordered/VBD --> order/VBD
the/DT --> the/DT
ship/NN --> ship/NN
to/TO --> to/TO
be/VB --> be/VB
pushed/VBN --> push/VBN
off/RP --> off/RP
,/, --> ,/,
saying/VBG --> say/VBG
,/, --> ,/,
``/`` --> ``/``
Set/VB --> set/VB
all/DT --> all/DT
sail/NN --> sail/NN
,/, --> ,/,
till/IN --> till/IN
it/PRP --> it/PRP
fly/VBP --> fly/VBP
like/IN --> like/IN
a/DT --> a/DT
bird/NN --> bird/NN
in/IN --> in/IN
air/NN --> air/NN
./. --> ./.
''/'' --> ''/''
Within/IN --> within/IN
,/, --> ,/,
however/RB --> however/RB
,/, --> ,/,
the/DT --> the/DT
King/NNP --> King/NNP
showed/VBD --> show/VBD
her/PRP$ --> she/PRP$
the/DT --> the/DT
golden/JJ --> golden/JJ
vessels/NNS --> vessel/NNS
,/, --> ,/,
every/DT --> every/DT
one/CD --> one/CD
of/IN --> of/IN
them/PRP --> they/PRP
,/, --> ,/,
also/RB --> also/RB
the/DT --> the/DT
wild/JJ --> wild/JJ
beasts/NNS --> beast/NNS
and/CC --> and/CC
strange/JJ --> strange/JJ
animals/NNS --> animal/NNS
./. --> ./.
Many/JJ --> many/JJ
hours/NNS --> hour/NNS
went/VBD --> go/VBD
by/IN --> by/IN
whilst/NN --> whilst/NN
she/PRP --> she/PRP
was/VBD --> be/VBD
seeing/VBG --> see/VBG
everything/NN --> everything/NN
,/, --> ,/,
and/CC --> and/CC
in/IN --> in/IN
her/PRP$ --> she/PRP$
delight/NN --> delight/NN
she/PRP --> she/PRP
did/VBD --> do/VBD
not/RB --> not/RB
observe/VB --> observe/VB
that/IN --> that/IN
the/DT --> the/DT
ship/NN --> ship/NN
was/VBD --> be/VBD
sailing/VBG --> sail/VBG
away/RB --> away/RB
./. --> ./.
After/IN --> after/IN
she/PRP --> she/PRP
had/VBD --> have/VBD
looked/VBN --> look/VBN
at/IN --> at/IN
the/DT --> the/DT
last/JJ --> last/JJ
,/, --> ,/,
she/PRP --> she/PRP
thanked/VBD --> thank/VBD
the/DT --> the/DT
merchant/NN --> merchant/NN
and/CC --> and/CC
wanted/VBD --> want/VBD
to/TO --> to/TO
go/VB --> go/VB
home/NN --> home/NN
,/, --> ,/,
but/CC --> but/CC
when/WRB --> when/WRB
she/PRP --> she/PRP
came/VBD --> come/VBD
to/TO --> to/TO
the/DT --> the/DT
side/NN --> side/NN
of/IN --> of/IN
the/DT --> the/DT
ship/NN --> ship/NN
,/, --> ,/,
she/PRP --> she/PRP
saw/VBD --> see/VBD
that/IN --> that/IN
it/PRP --> it/PRP
was/VBD --> be/VBD
on/IN --> on/IN
the/DT --> the/DT
deep/JJ --> deep/JJ
sea/NN --> sea/NN
far/RB --> far/RB
from/IN --> from/IN
land/NN --> land/NN
,/, --> ,/,
and/CC --> and/CC
hurrying/VBG --> hurry/VBG
onwards/NNS --> onward/NNS
with/IN --> with/IN
all/DT --> all/DT
sail/NN --> sail/NN
set/NN --> set/NN
./. --> ./.
``/`` --> ``/``
Ah/UH --> ah/UH
,/, --> ,/,
''/'' --> ''/''
cried/VBD --> cry/VBD
she/PRP --> she/PRP
in/IN --> in/IN
her/PRP$ --> she/PRP$
alarm/NN --> alarm/NN
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
am/VBP --> be/VBP
betrayed/VBN --> betray/VBN
!/. --> !/.
I/PRP --> I/PRP
am/VBP --> be/VBP
carried/VBN --> carry/VBN
away/RB --> away/RB
and/CC --> and/CC
have/VBP --> have/VBP
fallen/VBN --> fall/VBN
into/IN --> into/IN
the/DT --> the/DT
power/NN --> power/NN
of/IN --> of/IN
a/DT --> a/DT
merchant/NN --> merchant/NN
--/: --> --/:
I/PRP --> I/PRP
would/MD --> would/MD
die/VB --> die/VB
rather/RB --> rather/RB
!/. --> !/.
''/'' --> ''/''
The/DT --> the/DT
King/NNP --> King/NNP
,/, --> ,/,
however/RB --> however/RB
,/, --> ,/,
seized/VBD --> seize/VBD
her/PRP$ --> she/PRP$
hand/NN --> hand/NN
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
am/VBP --> be/VBP
not/RB --> not/RB
a/DT --> a/DT
merchant/NN --> merchant/NN
./. --> ./.
I/PRP --> I/PRP
am/VBP --> be/VBP
a/DT --> a/DT
king/NN --> king/NN
,/, --> ,/,
and/CC --> and/CC
of/IN --> of/IN
no/DT --> no/DT
meaner/JJR --> meaner/JJR
origin/NN --> origin/NN
than/IN --> than/IN
thou/JJ --> thou/JJ
art/NN --> art/NN
,/, --> ,/,
and/CC --> and/CC
if/IN --> if/IN
I/PRP --> I/PRP
have/VBP --> have/VBP
carried/VBN --> carry/VBN
thee/RB --> thee/RB
away/RB --> away/RB
with/IN --> with/IN
subtlety/NN --> subtlety/NN
,/, --> ,/,
that/WDT --> that/WDT
has/VBZ --> have/VBZ
come/VBN --> come/VBN
to/TO --> to/TO
pass/VB --> pass/VB
because/IN --> because/IN
of/IN --> of/IN
my/PRP$ --> my/PRP$
exceeding/VBG --> exceed/VBG
great/JJ --> great/JJ
love/NN --> love/NN
for/IN --> for/IN
thee/NN --> thee/NN
./. --> ./.
The/DT --> the/DT
first/JJ --> first/JJ
time/NN --> time/NN
that/IN --> that/IN
I/PRP --> I/PRP
looked/VBD --> look/VBD
on/IN --> on/IN
thy/NN --> thy/NN
portrait/NN --> portrait/NN
,/, --> ,/,
I/PRP --> I/PRP
fell/VBD --> fall/VBD
fainting/VBG --> faint/VBG
to/TO --> to/TO
the/DT --> the/DT
ground/NN --> ground/NN
./. --> ./.
''/'' --> ''/''
When/WRB --> when/WRB
the/DT --> the/DT
princess/NN --> princess/NN
of/IN --> of/IN
the/DT --> the/DT
Golden/NNP --> Golden/NNP
Dwelling/NNP --> Dwelling/NNP
heard/VBD --> hear/VBD
that/IN --> that/IN
,/, --> ,/,
she/PRP --> she/PRP
was/VBD --> be/VBD
comforted/VBN --> comfort/VBN
,/, --> ,/,
and/CC --> and/CC
her/PRP$ --> she/PRP$
heart/NN --> heart/NN
was/VBD --> be/VBD
inclined/VBN --> incline/VBN
unto/JJ --> unto/JJ
him/PRP --> he/PRP
,/, --> ,/,
so/RB --> so/RB
that/IN --> that/IN
she/PRP --> she/PRP
willingly/RB --> willingly/RB
consented/VBD --> consent/VBD
to/TO --> to/TO
be/VB --> be/VB
his/PRP$ --> he/PRP$
wife/NN --> wife/NN
./. --> ./.
It/PRP --> it/PRP
so/RB --> so/RB
happened/VBD --> happen/VBD
,/, --> ,/,
however/RB --> however/RB
,/, --> ,/,
while/IN --> while/IN
they/PRP --> they/PRP
were/VBD --> be/VBD
sailing/VBG --> sail/VBG
onwards/NNS --> onward/NNS
over/IN --> over/IN
the/DT --> the/DT
deep/JJ --> deep/JJ
sea/NN --> sea/NN
,/, --> ,/,
that/IN --> that/IN
Faithful/NNP --> Faithful/NNP
John/NNP --> John/NNP
,/, --> ,/,
who/WP --> who/WP
was/VBD --> be/VBD
sitting/VBG --> sit/VBG
on/IN --> on/IN
the/DT --> the/DT
fore/NN --> fore/NN
part/NN --> part/NN
of/IN --> of/IN
the/DT --> the/DT
vessel/NN --> vessel/NN
,/, --> ,/,
making/VBG --> make/VBG
music/NN --> music/NN
,/, --> ,/,
saw/VBD --> see/VBD
three/CD --> three/CD
ravens/NNS --> raven/NNS
in/IN --> in/IN
the/DT --> the/DT
air/NN --> air/NN
,/, --> ,/,
which/WDT --> which/WDT
came/VBD --> come/VBD
flying/VBG --> fly/VBG
towards/IN --> towards/IN
them/PRP --> they/PRP
./. --> ./.
On/IN --> on/IN
this/DT --> this/DT
he/PRP --> he/PRP
stopped/VBD --> stop/VBD
playing/VBG --> play/VBG
and/CC --> and/CC
listened/VBD --> listen/VBD
to/TO --> to/TO
what/WP --> what/WP
they/PRP --> they/PRP
were/VBD --> be/VBD
saying/VBG --> say/VBG
to/TO --> to/TO
each/DT --> each/DT
other/JJ --> other/JJ
,/, --> ,/,
for/IN --> for/IN
that/IN --> that/IN
he/PRP --> he/PRP
well/RB --> well/RB
understood/VBD --> understand/VBD
./. --> ./.
One/CD --> one/CD
cried/JJ --> cried/JJ
,/, --> ,/,
``/`` --> ``/``
Oh/UH --> oh/UH
,/, --> ,/,
there/EX --> there/EX
he/PRP --> he/PRP
is/VBZ --> be/VBZ
carrying/VBG --> carry/VBG
home/NN --> home/NN
the/DT --> the/DT
princess/NN --> princess/NN
of/IN --> of/IN
the/DT --> the/DT
Golden/NNP --> Golden/NNP
Dwelling/NNP --> Dwelling/NNP
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
Yes/RB --> yes/RB
,/, --> ,/,
''/'' --> ''/''
replied/VBD --> reply/VBD
the/DT --> the/DT
second/JJ --> second/JJ
,/, --> ,/,
``/`` --> ``/``
but/CC --> but/CC
he/PRP --> he/PRP
has/VBZ --> have/VBZ
not/RB --> not/RB
got/VBD --> get/VBD
her/PRP --> she/PRP
yet/RB --> yet/RB
./. --> ./.
''/'' --> ''/''
Said/NNP --> Said/NNP
the/DT --> the/DT
third/JJ --> third/JJ
,/, --> ,/,
``/`` --> ``/``
But/CC --> but/CC
he/PRP --> he/PRP
has/VBZ --> have/VBZ
got/VBN --> get/VBN
her/PRP --> she/PRP
,/, --> ,/,
she/PRP --> she/PRP
is/VBZ --> be/VBZ
sitting/VBG --> sit/VBG
beside/IN --> beside/IN
him/PRP --> he/PRP
in/IN --> in/IN
the/DT --> the/DT
ship/NN --> ship/NN
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
the/DT --> the/DT
first/JJ --> first/JJ
began/VBD --> begin/VBD
again/RB --> again/RB
,/, --> ,/,
and/CC --> and/CC
cried/VBD --> cry/VBD
,/, --> ,/,
``/`` --> ``/``
What/WP --> what/WP
good/NN --> good/NN
will/MD --> will/MD
that/WDT --> that/WDT
do/VBP --> do/VBP
him/PRP --> he/PRP
?/. --> ?/.
When/WRB --> when/WRB
they/PRP --> they/PRP
reach/VBP --> reach/VBP
land/NN --> land/NN
a/DT --> a/DT
chestnut/NN --> chestnut/NN
horse/NN --> horse/NN
will/MD --> will/MD
leap/VB --> leap/VB
forward/RB --> forward/RB
to/TO --> to/TO
meet/VB --> meet/VB
him/PRP --> he/PRP
,/, --> ,/,
and/CC --> and/CC
the/DT --> the/DT
prince/NN --> prince/NN
will/MD --> will/MD
want/VB --> want/VB
to/TO --> to/TO
mount/VB --> mount/VB
it/PRP --> it/PRP
,/, --> ,/,
but/CC --> but/CC
if/IN --> if/IN
he/PRP --> he/PRP
does/VBZ --> do/VBZ
that/IN --> that/IN
,/, --> ,/,
it/PRP --> it/PRP
will/MD --> will/MD
run/VB --> run/VB
away/RB --> away/RB
with/IN --> with/IN
him/PRP --> he/PRP
,/, --> ,/,
and/CC --> and/CC
rise/VB --> rise/VB
up/RP --> up/RP
into/IN --> into/IN
the/DT --> the/DT
air/NN --> air/NN
with/IN --> with/IN
him/PRP --> he/PRP
,/, --> ,/,
and/CC --> and/CC
he/PRP --> he/PRP
will/MD --> will/MD
never/RB --> never/RB
see/VB --> see/VB
his/PRP$ --> he/PRP$
maiden/NN --> maiden/NN
more/RBR --> more/RBR
./. --> ./.
''/'' --> ''/''
Spake/VB --> speak/VB
the/DT --> the/DT
second/JJ --> second/JJ
,/, --> ,/,
``/`` --> ``/``
But/CC --> but/CC
is/VBZ --> be/VBZ
there/RB --> there/RB
no/DT --> no/DT
escape/NN --> escape/NN
?/. --> ?/.
''/'' --> ''/''
``/`` --> ``/``
Oh/UH --> oh/UH
,/, --> ,/,
yes/RB --> yes/RB
,/, --> ,/,
if/IN --> if/IN
any/DT --> any/DT
one/CD --> one/CD
else/RB --> else/RB
gets/VBZ --> get/VBZ
on/IN --> on/IN
it/PRP --> it/PRP
swiftly/RB --> swiftly/RB
,/, --> ,/,
and/CC --> and/CC
takes/VBZ --> take/VBZ
out/RP --> out/RP
the/DT --> the/DT
pistol/NN --> pistol/NN
which/WDT --> which/WDT
must/MD --> must/MD
be/VB --> be/VB
in/IN --> in/IN
its/PRP$ --> its/PRP$
holster/NN --> holster/NN
,/, --> ,/,
and/CC --> and/CC
shoots/VBZ --> shoot/VBZ
the/DT --> the/DT
horse/NN --> horse/NN
dead/NN --> dead/NN
with/IN --> with/IN
it/PRP --> it/PRP
,/, --> ,/,
the/DT --> the/DT
young/JJ --> young/JJ
King/NNP --> King/NNP
is/VBZ --> be/VBZ
saved/VBN --> save/VBN
./. --> ./.
But/CC --> but/CC
who/WP --> who/WP
knows/VBZ --> know/VBZ
that/IN --> that/IN
?/. --> ?/.
And/CC --> and/CC
whosoever/NN --> whosoever/NN
does/VBZ --> do/VBZ
know/VB --> know/VB
it/PRP --> it/PRP
,/, --> ,/,
and/CC --> and/CC
tells/VBZ --> tell/VBZ
it/PRP --> it/PRP
to/TO --> to/TO
him/PRP --> he/PRP
,/, --> ,/,
will/MD --> will/MD
be/VB --> be/VB
turned/VBN --> turn/VBN
to/TO --> to/TO
stone/NN --> stone/NN
from/IN --> from/IN
the/DT --> the/DT
toe/NN --> toe/NN
to/TO --> to/TO
the/DT --> the/DT
knee/NN --> knee/NN
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
said/VBD --> say/VBD
the/DT --> the/DT
second/JJ --> second/JJ
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
know/VBP --> know/VBP
more/JJR --> more/JJR
than/IN --> than/IN
that/DT --> that/DT
;/: --> ;/:
even/RB --> even/RB
if/IN --> if/IN
the/DT --> the/DT
horse/NN --> horse/NN
be/VB --> be/VB
killed/VBN --> kill/VBN
,/, --> ,/,
the/DT --> the/DT
young/JJ --> young/JJ
King/NNP --> King/NNP
will/MD --> will/MD
still/RB --> still/RB
not/RB --> not/RB
keep/VB --> keep/VB
his/PRP$ --> he/PRP$
bride/NN --> bride/NN
./. --> ./.
When/WRB --> when/WRB
they/PRP --> they/PRP
go/VBP --> go/VBP
into/IN --> into/IN
the/DT --> the/DT
castle/NN --> castle/NN
together/RB --> together/RB
,/, --> ,/,
a/DT --> a/DT
wrought/VBN --> work/VBN
bridal/JJ --> bridal/JJ
garment/NN --> garment/NN
will/MD --> will/MD
be/VB --> be/VB
